shipment_id,origin_location,origin_lat,origin_lon,destination_location,destination_lat,destination_lon,shipment_date,shipment_mode,weight_kg,freight_cost_usd,estimated_arrival, "Result"
203,WISWELL,46.41,-97.242,KINGS CREEK,40.4382,-80.5623,2023-07-01,Sea,405,8931.03,2023-07-24
204,PLSNT HLL BSHRE ARPT,37.2727,-91.4928,METTLER,35.061,-118.9723,2023-08-01,Air,3522,7252.91,2023-08-19
205,AYLETT,46.7721,-81.968,BERRY,35.2798,-113.9531,2023-08-01,Air,8482,1156.2,2023-08-25
206,ALDINO,37.66,-94.52,OIL JCT,35.3815,-119.0429,2023-03-01,Land,7760,640.44,2023-03-30
207,BOXWOOD,36.3111,-78.7041,SUGAR ISLAND,41.0274,-87.8003,2024-01-01,Sea,8862,8067.77,2024-01-09
208,LYH IVY HILL ARPT,36.6619,-87.5742,BOICEVILLE,42.01,-74.27,2023-06-01,Land,904,8117.62,2023-06-19
209,OVANDO,33.1607,-94.4094,ISLE OF PALMS,32.7847,-79.7854,2023-01-01,Air,6413,1293.17,2023-01-23
210,CUCKOLD CREEK (CCK),38.81,-66.4299,DEMOCRAT SPGS,35.4465,-118.776,2023-08-01,Air,6754,3085.05,2023-08-17
211,COTTONWOOD,39.5389,-99.8333,STANWOOD CAIN ARPT,43.58,-85.51,2024-06-01,Land,3674,7822.26,2024-06-23
212,DALKEITH,33.6068,-86.2811,BELMONT,42.7012,-90.3216,2024-06-01,Land,5496,5301.58,2024-06-27
213,PANACEA,36.13,-118.1426,ENDICOTT,36.8822,-80.2229,2024-01-01,Land,9302,9570.19,2024-01-08
