conflict_id,region,event_type,date,latitude,longitude,severity, "Result"
38,Brazil,Strike,2023-01-12,-25.727,-30.9599,Critical
39,Ukraine,Civil Unrest,2023-01-12,30.13,-28.0828,Low
40,Myanmar,Border Skirmish,2023-01-12,32.3367,49.9617,Moderate
41,Ukraine,Armed Conflict,2023-01-12,26.1115,72.6953,Low
42,South Sudan,Strike,2023-01-13,23.0882,-11.4247,High
43,Nigeria,Strike,2023-01-14,38.5031,48.7741,Critical
44,Myanmar,Armed Conflict,2023-01-14,16.4678,67.9357,Moderate
45,Myanmar,Political Protest,2023-01-14,13.6281,-64.3931,High
46,Myanmar,Political Protest,2023-01-15,-39.2807,53.7521,Moderate
47,Brazil,Border Skirmish,2023-01-15,30.4689,90.5613,High
48,Myanmar,Riots,2023-01-15,10.1887,39.6204,Moderate
49,Pakistan,Armed Conflict,2023-01-16,-38.3624,-22.7839,Moderate
50,Pakistan,Strike,2023-01-17,34.1538,-44.9243,Moderate
51,South Sudan,Political Protest,2023-01-17,-13.2769,15.9621,Moderate
52,Ethiopia,Border Skirmish,2023-01-17,26.2649,18.4376,Moderate
53,Pakistan,Strike,2023-01-17,-28.7489,53.789,High
54,Pakistan,Armed Conflict,2023-01-18,-21.4905,-41.0131,Low
55,Brazil,Armed Conflict,2023-01-18,25.0245,82.4452,Moderate
56,Ukraine,Riots,2023-01-19,-0.8295,4.7009,Low
57,Pakistan,Armed Conflict,2023-01-19,22.2481,61.6899,Moderate
58,Ukraine,Strike,2023-01-19,-35.2387,35.0719,Critical
59,Myanmar,Political Protest,2023-01-19,-34.9417,-27.7933,Low
60,Pakistan,Armed Conflict,2023-01-19,-29.3437,31.2214,Low
61,Ethiopia,Strike,2023-01-20,29.8487,63.1101,Moderate
62,South Sudan,Border Skirmish,2023-01-21,-39.6159,-4.6072,Moderate
63,Brazil,Political Protest,2023-01-21,-17.4326,52.2325,Low
64,Nigeria,Riots,2023-01-21,-30.6758,-88.0788,Moderate
65,South Sudan,Border Skirmish,2023-01-21,5.4904,95.2977,Moderate
66,Ethiopia,Riots,2023-01-21,3.7581,28.8,Low
67,Ukraine,Border Skirmish,2023-01-21,22.194,89.5885,High
68,Brazil,Strike,2023-01-22,-22.1945,-4.8202,Critical
69,South Sudan,Strike,2023-01-22,-0.3514,72.4143,Low
70,Nigeria,Border Skirmish,2023-01-22,13.0797,-94.6619,Moderate
71,South Sudan,Border Skirmish,2023-01-22,28.9191,-95.2078,Moderate
72,Ukraine,Armed Conflict,2023-01-22,39.108,59.1987,Low
73,Ethiopia,Border Skirmish,2023-01-23,-15.1346,55.1806,Moderate
74,Nigeria,Strike,2023-01-23,17.8784,-11.6122,Critical
75,Pakistan,Border Skirmish,2023-01-23,37.6452,-94.7677,Low
76,Pakistan,Strike,2023-01-23,39.6405,-67.3357,Moderate
77,Ethiopia,Border Skirmish,2023-01-23,-9.1477,48.159,Low
78,India,Strike,2023-01-24,28.8267,-69.6573,Low
79,Ukraine,Political Protest,2023-01-25,35.4999,-75.4678,Low
80,Pakistan,Armed Conflict,2023-01-25,-17.6993,-25.1544,Critical
81,Ukraine,Border Skirmish,2023-01-25,26.9024,2.2874,Low
82,Ethiopia,Political Protest,2023-01-25,-12.1667,1.9161,Low
83,South Sudan,Border Skirmish,2023-01-26,28.155,-24.8472,Critical
84,South Sudan,Riots,2023-01-26,13.8827,-81.418,Moderate
85,India,Strike,2023-01-27,-10.2953,31.4685,High
86,Ukraine,Political Protest,2023-01-27,-16.9991,61.4429,Low
87,South Sudan,Strike,2023-01-28,3.5902,20.6515,Moderate
88,Brazil,Armed Conflict,2023-01-28,-8.3044,-10.2392,Moderate
89,Nigeria,Armed Conflict,2023-01-28,-14.4893,-32.9038,Moderate
90,Brazil,Armed Conflict,2023-01-28,-24.8062,65.1873,Moderate
91,Ethiopia,Armed Conflict,2023-01-29,-5.1815,-31.3528,High
92,Nigeria,Civil Unrest,2023-01-29,-33.9779,-84.3348,Low
93,Nigeria,Political Protest,2023-01-29,-5.6788,98.0241,Low
94,Brazil,Civil Unrest,2023-01-29,32.5508,-89.8766,Low
95,Nigeria,Civil Unrest,2023-01-29,36.62,-19.1653,Low
96,South Sudan,Armed Conflict,2023-01-29,-27.0049,44.4592,High
97,Brazil,Riots,2023-01-31,39.6856,11.4575,High
98,South Sudan,Riots,2023-01-31,19.789,12.9877,Moderate
99,India,Armed Conflict,2023-02-01,-19.8986,33.7791,High
100,Nigeria,Strike,2023-02-01,29.6192,69.2305,Moderate
101,Pakistan,Political Protest,2023-02-02,-26.0969,29.9417,High
102,Myanmar,Border Skirmish,2023-02-03,-19.9862,-11.1011,Moderate
103,India,Civil Unrest,2023-02-03,-18.5514,42.0815,Low
104,Pakistan,Armed Conflict,2023-02-03,34.4715,16.4513,High
105,South Sudan,Civil Unrest,2023-02-04,34.6734,-52.6274,Low
106,India,Strike,2023-02-04,27.8569,79.3454,Moderate
107,India,Political Protest,2023-02-04,-24.5166,51.7402,High
108,India,Border Skirmish,2023-02-05,35.043,-14.0734,Low
109,Ethiopia,Strike,2023-02-05,-26.9309,-14.6763,Moderate
110,Ukraine,Riots,2023-02-05,23.9228,28.2652,Moderate
111,Ukraine,Armed Conflict,2023-02-06,36.2986,-51.5803,Low
112,India,Border Skirmish,2023-02-06,17.3934,22.7484,Low
113,Ethiopia,Political Protest,2023-02-06,-26.1793,-41.1225,High
114,Nigeria,Strike,2023-02-07,35.7381,12.4091,Low
115,India,Political Protest,2023-02-07,37.424,42.2426,Critical
116,Ukraine,Armed Conflict,2023-02-07,-15.6597,36.7484,Critical
117,Myanmar,Border Skirmish,2023-02-08,10.6868,-50.1368,Critical
118,South Sudan,Political Protest,2023-02-08,1.4108,-57.7698,Low
119,Myanmar,Border Skirmish,2023-02-08,-18.0789,-53.3779,Low
120,India,Armed Conflict,2023-02-08,-28.6235,44.9012,Critical
121,Brazil,Political Protest,2023-02-09,-13.5417,97.3774,Low
122,South Sudan,Civil Unrest,2023-02-09,-9.2169,30.7546,Moderate
123,South Sudan,Armed Conflict,2023-02-09,-25.2556,-9.2153,Critical
124,Nigeria,Political Protest,2023-02-10,-34.8269,-0.0691,Low
125,Myanmar,Civil Unrest,2023-02-10,-2.2949,90.7363,Low
126,Brazil,Border Skirmish,2023-02-10,-17.61,-99.3529,Moderate
127,Nigeria,Strike,2023-02-10,-33.5596,66.6841,Moderate
128,Pakistan,Border Skirmish,2023-02-10,5.8737,76.8267,Moderate
129,Myanmar,Riots,2023-02-10,25.929,85.7754,Low
130,South Sudan,Border Skirmish,2023-02-11,27.4368,-63.9597,Critical
131,Nigeria,Armed Conflict,2023-02-11,19.2393,-74.654,Low
132,Ethiopia,Border Skirmish,2023-02-11,33.5362,-15.5275,Moderate
133,Ukraine,Civil Unrest,2023-02-12,-7.5838,45.1136,Low
134,South Sudan,Border Skirmish,2023-02-12,17.3962,-48.3022,Low
135,India,Civil Unrest,2023-02-12,-27.6202,99.6994,Critical
136,Myanmar,Border Skirmish,2023-02-12,-28.6342,-64.0615,High
137,South Sudan,Border Skirmish,2023-02-12,14.2351,-73.1327,Low
138,Brazil,Border Skirmish,2023-02-14,3.7048,-36.0767,Critical
139,Ukraine,Political Protest,2023-02-16,12.2794,53.6528,High
140,Ethiopia,Political Protest,2023-02-16,16.4003,81.7853,Moderate
141,South Sudan,Armed Conflict,2023-02-16,13.7744,53.9567,Low
142,India,Political Protest,2023-02-16,-10.856,-35.9506,Moderate
143,India,Civil Unrest,2023-02-16,-27.0365,-1.2574,Moderate
144,Brazil,Strike,2023-02-17,-10.557,-35.4818,High
145,Pakistan,Political Protest,2023-02-18,-18.2554,-87.7467,Moderate
146,Ukraine,Civil Unrest,2023-02-18,34.3485,88.7089,High
147,Ethiopia,Civil Unrest,2023-02-18,-22.9276,26.8818,Low
148,Nigeria,Civil Unrest,2023-02-18,-31.0734,-41.441,Low
149,Ukraine,Border Skirmish,2023-02-19,-4.5812,87.0523,Low
150,South Sudan,Strike,2023-02-19,3.7739,11.1967,Moderate
151,Ethiopia,Riots,2023-02-19,32.9728,-95.4198,Low
152,Ukraine,Strike,2023-02-20,-21.6541,76.9561,High
153,Ethiopia,Riots,2023-02-20,-26.9004,94.0236,Low
154,South Sudan,Border Skirmish,2023-02-20,26.0093,57.3047,Moderate
155,India,Political Protest,2023-02-20,-6.0594,-84.0718,Low
156,Ukraine,Riots,2023-02-22,-0.1557,95.219,Low
157,Myanmar,Riots,2023-02-22,38.1589,41.1686,High
158,Myanmar,Border Skirmish,2023-02-22,15.3014,56.6325,Low
159,Ethiopia,Riots,2023-02-23,-36.5087,40.6466,High
160,Ukraine,Armed Conflict,2023-02-23,-20.9983,-63.4079,Low
161,Myanmar,Armed Conflict,2023-02-23,-37.7516,-40.7956,Low
162,South Sudan,Riots,2023-02-24,20.5195,47.7486,Moderate
163,Ukraine,Armed Conflict,2023-02-24,-17.1879,-93.5084,Critical
164,Pakistan,Political Protest,2023-02-24,-22.0622,76.0964,Low
165,Ethiopia,Strike,2023-02-24,-36.2766,-40.4857,Low
166,Ethiopia,Border Skirmish,2023-02-24,20.092,-98.2055,High
167,Ethiopia,Armed Conflict,2023-02-25,2.979,-22.9251,Low
168,Ethiopia,Strike,2023-02-26,27.7348,-38.288,Moderate
169,Brazil,Strike,2023-02-27,16.6202,33.8363,Low
170,Brazil,Strike,2023-02-27,7.3233,83.5869,Critical
171,Brazil,Border Skirmish,2023-02-27,-22.5638,95.532,Critical
172,Nigeria,Civil Unrest,2023-02-28,37.5005,2.2108,Critical
173,South Sudan,Political Protest,2023-02-28,7.8835,20.8693,Low
174,Nigeria,Civil Unrest,2023-03-01,-28.5374,-22.1256,Low
175,Myanmar,Political Protest,2023-03-02,-9.9143,49.7965,Low
176,Ethiopia,Political Protest,2023-03-02,36.3,90.9009,Moderate
177,Ethiopia,Strike,2023-03-02,1.0505,-63.8239,Low
178,Brazil,Border Skirmish,2023-03-03,-4.527,-10.5669,Low
179,India,Strike,2023-03-03,3.1523,-6.9234,Low
180,Pakistan,Riots,2023-03-04,-6.5565,-16.1655,Low
181,Pakistan,Political Protest,2023-03-04,34.9274,-75.6429,Low
182,Myanmar,Armed Conflict,2023-03-05,-6.2541,-37.5384,Low
183,Pakistan,Strike,2023-03-06,-23.3251,-85.4331,Moderate
184,India,Civil Unrest,2023-03-06,-30.3626,32.3993,High
185,Ethiopia,Strike,2023-03-07,-21.9262,45.0817,High
186,Brazil,Strike,2023-03-07,-21.0346,-9.9857,Moderate
187,Myanmar,Civil Unrest,2023-03-08,-13.7373,9.8642,Low
188,Nigeria,Civil Unrest,2023-03-08,-0.6003,-47.9053,High
189,Pakistan,Border Skirmish,2023-03-09,-3.7426,-26.8467,High
190,India,Strike,2023-03-09,-12.9039,57.0499,Low
191,South Sudan,Strike,2023-03-10,-0.9553,39.2456,Low
192,India,Civil Unrest,2023-03-10,-14.2828,46.8234,Low
193,Ethiopia,Civil Unrest,2023-03-10,38.4171,34.279,Low
194,Nigeria,Border Skirmish,2023-03-13,-24.7639,85.4499,Low
195,South Sudan,Strike,2023-03-14,27.0273,-86.9007,Low
196,Ukraine,Civil Unrest,2023-03-14,-0.9509,40.6581,Moderate
197,South Sudan,Political Protest,2023-03-14,-14.132,-51.3099,Low
198,Pakistan,Civil Unrest,2023-03-14,27.7907,5.0929,Critical
199,Ethiopia,Armed Conflict,2023-03-15,-35.3963,-50.9058,High
200,Nigeria,Armed Conflict,2023-03-16,-20.1145,72.2299,Critical
201,India,Armed Conflict,2023-03-16,13.7289,73.7733,High
202,Ukraine,Riots,2023-03-16,-21.2947,46.1835,Low
203,India,Strike,2023-03-16,38.9653,21.8011,Critical
204,Nigeria,Civil Unrest,2023-03-16,-23.1083,-1.1546,Low
205,Myanmar,Border Skirmish,2023-03-16,7.7233,-91.8916,High
206,India,Border Skirmish,2023-03-17,-0.0749,7.3748,Low
207,Nigeria,Border Skirmish,2023-03-17,13.9954,97.4545,Moderate
208,Pakistan,Civil Unrest,2023-03-18,-1.1955,69.1493,Low
209,Ethiopia,Political Protest,2023-03-19,11.5048,95.4327,Moderate
210,India,Armed Conflict,2023-03-19,0.0813,-29.6026,Moderate
211,Ukraine,Riots,2023-03-19,5.2407,81.707,Critical
212,India,Border Skirmish,2023-03-20,-4.694,-21.5095,Critical
213,Myanmar,Riots,2023-03-20,23.4768,50.8568,Moderate
214,Pakistan,Armed Conflict,2023-03-20,-13.8121,-66.3875,Moderate
215,Brazil,Border Skirmish,2023-03-21,5.7259,45.8999,Low
216,Pakistan,Civil Unrest,2023-03-22,1.0702,-16.2866,Critical
217,India,Political Protest,2023-03-23,26.6135,-32.0747,Low
218,Ukraine,Strike,2023-03-23,-11.7502,86.9398,Moderate
219,Pakistan,Border Skirmish,2023-03-23,38.9096,-45.7806,Low
220,Pakistan,Civil Unrest,2023-03-24,20.6091,-96.4326,Low
221,Ukraine,Civil Unrest,2023-03-24,-8.7537,77.0202,Moderate
222,Nigeria,Border Skirmish,2023-03-24,-5.1504,59.4834,Moderate
223,Pakistan,Civil Unrest,2023-03-24,24.7307,-27.8303,Low
224,Brazil,Border Skirmish,2023-03-25,19.9979,-35.4442,High
225,South Sudan,Border Skirmish,2023-03-26,33.0262,-65.7495,High
226,Nigeria,Civil Unrest,2023-03-27,13.1848,-15.2071,Moderate
227,Ethiopia,Armed Conflict,2023-03-27,14.2996,-56.615,Moderate
228,Ethiopia,Strike,2023-03-27,35.3147,73.962,Low
229,Nigeria,Riots,2023-03-28,-4.9188,26.0041,High
230,Myanmar,Border Skirmish,2023-03-28,-28.4381,0.5592,Moderate
231,India,Political Protest,2023-03-28,-9.8362,-28.8406,High
232,Myanmar,Civil Unrest,2023-03-28,0.4028,-36.7557,Moderate
233,South Sudan,Riots,2023-03-29,-34.5428,-96.1187,Moderate
234,South Sudan,Political Protest,2023-03-29,16.8149,-91.8497,Low
235,South Sudan,Civil Unrest,2023-03-30,13.4661,-2.6647,High
236,India,Civil Unrest,2023-03-30,23.8309,0.4689,High
237,Pakistan,Riots,2023-03-31,-15.3704,10.4483,Moderate
238,India,Armed Conflict,2023-03-31,19.3112,-66.672,Low
239,Pakistan,Riots,2023-03-31,7.3298,-7.1078,Moderate
240,Nigeria,Civil Unrest,2023-03-31,-11.0463,97.5865,Moderate
241,Nigeria,Civil Unrest,2023-03-31,22.1572,96.2195,High
242,India,Riots,2023-04-01,15.6281,72.3405,Moderate
243,Nigeria,Strike,2023-04-02,10.1792,-18.2063,Critical
244,Ukraine,Armed Conflict,2023-04-02,26.1751,-93.8676,Moderate
245,Myanmar,Political Protest,2023-04-02,20.4881,-9.5945,Low
246,South Sudan,Political Protest,2023-04-02,4.5596,-33.0638,Low
247,South Sudan,Border Skirmish,2023-04-02,-32.9897,79.6095,Critical
248,South Sudan,Riots,2023-04-03,25.0984,94.0901,Low
249,Nigeria,Political Protest,2023-04-03,-8.8984,-33.4783,Low
250,South Sudan,Riots,2023-04-03,26.2204,38.3283,Moderate
251,Ukraine,Strike,2023-04-03,7.3311,-66.0124,Moderate
252,Brazil,Political Protest,2023-04-04,11.1433,66.9456,Low
253,Brazil,Civil Unrest,2023-04-05,30.2065,17.9991,Low
254,Pakistan,Border Skirmish,2023-04-05,-23.2096,14.136,Low
255,India,Strike,2023-04-05,1.7826,63.9361,Moderate
256,India,Border Skirmish,2023-04-05,-33.2618,-85.8315,High
257,India,Riots,2023-04-06,2.2781,-13.7971,Low
258,Ukraine,Strike,2023-04-06,-37.3547,19.413,Low
259,Brazil,Border Skirmish,2023-04-06,-35.2965,-62.1126,Moderate
260,Pakistan,Political Protest,2023-04-08,36.1597,-94.1906,High
261,Pakistan,Armed Conflict,2023-04-08,11.5975,39.0841,Low
262,South Sudan,Border Skirmish,2023-04-08,34.6799,74.7983,Moderate
263,South Sudan,Strike,2023-04-09,-15.3432,65.0693,Low
264,South Sudan,Political Protest,2023-04-09,-19.9971,-88.5794,High
265,Nigeria,Armed Conflict,2023-04-09,11.091,26.974,Low
266,Ethiopia,Riots,2023-04-10,15.412,59.8819,Low
267,Nigeria,Border Skirmish,2023-04-11,-39.7116,57.382,Low
268,Nigeria,Riots,2023-04-11,16.622,5.8641,High
269,India,Border Skirmish,2023-04-12,32.4066,-19.7972,Low
270,Pakistan,Strike,2023-04-12,-12.7552,-51.3099,Critical
271,Pakistan,Armed Conflict,2023-04-12,-29.5536,52.9024,High
272,Pakistan,Strike,2023-04-13,1.0432,5.9019,Low
273,South Sudan,Riots,2023-04-13,17.3413,-81.4436,Low
274,India,Strike,2023-04-14,1.5716,99.314,Low
275,Pakistan,Riots,2023-04-14,37.6084,13.4763,Low
276,India,Civil Unrest,2023-04-14,-10.6546,51.815,Low
277,India,Riots,2023-04-14,-38.0414,69.7119,Critical
278,Pakistan,Political Protest,2023-04-15,11.0367,-64.4625,Critical
279,Nigeria,Riots,2023-04-15,-37.0196,82.9617,Critical
280,Pakistan,Civil Unrest,2023-04-15,-39.1411,20.6094,Low
281,Pakistan,Riots,2023-04-16,15.9466,71.5441,Low
282,Ukraine,Political Protest,2023-04-16,25.8976,-99.415,Critical
283,Myanmar,Civil Unrest,2023-04-17,30.7747,48.6217,Low
284,Ukraine,Border Skirmish,2023-04-18,-29.8631,20.9409,Low
285,India,Riots,2023-04-18,17.653,41.1468,High
286,Ethiopia,Armed Conflict,2023-04-19,-15.4416,96.6853,High
287,India,Political Protest,2023-04-19,-18.7381,-44.6014,Low
288,Ukraine,Border Skirmish,2023-04-19,20.47,-40.6501,High
289,Pakistan,Armed Conflict,2023-04-21,25.6174,-37.5467,Moderate
290,Nigeria,Riots,2023-04-21,25.7732,-47.4836,Moderate
291,Ukraine,Border Skirmish,2023-04-21,-27.0056,45.1853,Moderate
292,Ukraine,Civil Unrest,2023-04-21,-34.6574,47.6903,Low
293,Ukraine,Political Protest,2023-04-21,35.3522,7.0405,High
294,Nigeria,Political Protest,2023-04-21,-37.8592,-32.7378,Low
295,Brazil,Armed Conflict,2023-04-22,-21.1381,44.4229,Low
296,Ethiopia,Political Protest,2023-04-23,18.8294,-21.9845,Low
297,Pakistan,Political Protest,2023-04-23,36.9697,99.4383,Low
298,Pakistan,Civil Unrest,2023-04-23,35.3863,57.9937,Moderate
299,Brazil,Border Skirmish,2023-04-23,27.7733,-24.7327,Critical
300,Ethiopia,Border Skirmish,2023-04-23,-5.2544,-45.0422,Moderate
301,Myanmar,Border Skirmish,2023-04-24,-7.5895,13.5362,High
302,Ukraine,Civil Unrest,2023-04-24,-14.1015,-32.3635,Critical
303,Ukraine,Armed Conflict,2023-04-24,-20.7017,16.8498,Moderate
304,Myanmar,Political Protest,2023-04-25,-33.8443,85.4806,Low
305,Brazil,Civil Unrest,2023-04-25,-35.1523,38.3031,High
306,Ukraine,Armed Conflict,2023-04-26,-11.9056,-53.9491,Low
307,Ukraine,Civil Unrest,2023-04-26,7.4495,-1.6807,Low
308,Pakistan,Armed Conflict,2023-04-26,-17.8753,-94.5578,Low
309,Brazil,Civil Unrest,2023-04-26,-31.5174,81.8359,Moderate
310,Ukraine,Border Skirmish,2023-04-27,-8.4302,77.6525,High
311,Ethiopia,Civil Unrest,2023-04-27,26.7547,-96.8027,Moderate
312,Brazil,Civil Unrest,2023-04-27,0.6745,-46.437,Moderate
313,Myanmar,Strike,2023-04-28,-2.8013,-58.0,Low
314,Ethiopia,Border Skirmish,2023-04-28,-7.5526,81.6947,Low
315,Ukraine,Armed Conflict,2023-04-28,-4.011,-50.3027,Moderate
316,Ukraine,Armed Conflict,2023-04-29,-8.2666,-73.7697,Low
317,Ukraine,Civil Unrest,2023-04-29,33.0774,41.6596,Low
318,India,Civil Unrest,2023-04-29,14.6134,-90.415,Moderate
319,Pakistan,Political Protest,2023-04-30,7.3664,3.9093,High
320,Ukraine,Riots,2023-05-02,-5.7084,10.4027,Low
321,Nigeria,Border Skirmish,2023-05-02,-1.8776,72.1209,Low
322,Brazil,Strike,2023-05-02,-1.2357,-92.2158,Moderate
323,Ethiopia,Civil Unrest,2023-05-02,-22.9643,74.4956,Moderate
324,Ukraine,Border Skirmish,2023-05-02,-38.406,-31.858,Moderate
325,Brazil,Armed Conflict,2023-05-03,7.7661,72.4111,Moderate
326,South Sudan,Border Skirmish,2023-05-04,19.6392,-52.5243,High
327,Ukraine,Political Protest,2023-05-04,31.5285,-73.1571,Low
328,Nigeria,Strike,2023-05-04,-16.1422,-27.049,Low
329,Nigeria,Civil Unrest,2023-05-04,-20.0256,-70.2724,High
330,India,Armed Conflict,2023-05-04,-20.7688,69.064,Low
331,South Sudan,Political Protest,2023-05-05,-12.3355,-27.0488,Low
332,Pakistan,Strike,2023-05-05,-26.4858,69.9451,High
333,Ethiopia,Riots,2023-05-05,-12.9596,-33.0627,High
334,Pakistan,Strike,2023-05-06,7.0643,-97.8192,Low
335,Myanmar,Armed Conflict,2023-05-06,34.5675,68.848,Low
336,India,Border Skirmish,2023-05-06,35.8248,-68.7108,Critical
337,India,Political Protest,2023-05-06,11.7308,-96.9269,Low
338,Brazil,Strike,2023-05-06,18.9216,9.9615,Moderate
339,South Sudan,Armed Conflict,2023-05-07,-16.2075,44.3291,High
340,India,Armed Conflict,2023-05-07,-16.0829,-55.7801,Low
341,South Sudan,Riots,2023-05-08,7.3874,-5.8984,Critical
342,India,Strike,2023-05-08,35.38,0.3956,Moderate
343,Myanmar,Armed Conflict,2023-05-08,8.6541,84.3392,Low
344,South Sudan,Civil Unrest,2023-05-08,-2.8823,-50.9708,Critical
345,South Sudan,Political Protest,2023-05-09,-23.1691,-78.5948,High
346,Ukraine,Armed Conflict,2023-05-09,-34.2582,57.8645,Low
347,Ukraine,Political Protest,2023-05-09,-27.1433,-94.3342,Low
348,Brazil,Armed Conflict,2023-05-09,-35.3763,-82.7041,Low
349,Nigeria,Armed Conflict,2023-05-10,6.9435,86.5573,Low
350,Brazil,Political Protest,2023-05-10,-24.3327,-48.7502,High
351,Brazil,Civil Unrest,2023-05-10,33.6196,69.2167,Moderate
352,Nigeria,Strike,2023-05-10,-28.1969,-81.6108,Low
353,India,Riots,2023-05-11,-4.1225,-65.7881,Critical
354,Nigeria,Strike,2023-05-11,35.6143,87.2434,Low
355,Ukraine,Border Skirmish,2023-05-11,-39.841,-54.3137,Low
356,Brazil,Armed Conflict,2023-05-11,28.214,-7.1765,Low
357,Nigeria,Strike,2023-05-12,-19.1832,-25.4987,High
358,Pakistan,Armed Conflict,2023-05-12,34.7959,-66.5464,Moderate
359,South Sudan,Border Skirmish,2023-05-12,-28.5633,54.0311,Moderate
360,South Sudan,Border Skirmish,2023-05-13,5.3062,-79.0223,Low
361,Myanmar,Riots,2023-05-13,-34.9389,69.4838,Critical
362,India,Border Skirmish,2023-05-13,-22.7749,82.8629,High
363,India,Border Skirmish,2023-05-14,-13.0068,-18.6055,Low
364,Ukraine,Political Protest,2023-05-14,-35.8347,-32.2256,Moderate
365,India,Civil Unrest,2023-05-15,32.4536,-35.2026,Low
366,Ukraine,Riots,2023-05-16,12.5177,-47.9256,Moderate
367,Pakistan,Civil Unrest,2023-05-17,19.4764,90.5608,High
368,Ukraine,Political Protest,2023-05-17,-31.8166,92.1748,Moderate
369,South Sudan,Civil Unrest,2023-05-17,-18.2727,72.3275,Low
370,South Sudan,Border Skirmish,2023-05-17,-28.438,44.7982,Low
371,Myanmar,Civil Unrest,2023-05-18,20.7239,-76.9713,Moderate
372,India,Strike,2023-05-18,25.9305,-5.2953,Low
373,South Sudan,Riots,2023-05-18,-36.3987,53.3804,High
374,South Sudan,Border Skirmish,2023-05-19,-6.2144,-97.3257,Moderate
375,Ukraine,Armed Conflict,2023-05-19,-6.5194,1.1507,Moderate
376,Myanmar,Strike,2023-05-19,8.6787,-22.0686,Critical
377,Pakistan,Riots,2023-05-20,11.1924,-2.2608,Moderate
378,Nigeria,Civil Unrest,2023-05-21,-15.1296,-98.2206,Critical
379,India,Border Skirmish,2023-05-21,36.8036,-55.8867,Moderate
380,Ukraine,Civil Unrest,2023-05-21,30.3733,-19.7307,Moderate
381,Ukraine,Border Skirmish,2023-05-21,39.3445,-52.4083,Moderate
382,Ukraine,Armed Conflict,2023-05-21,36.9163,64.8368,High
383,Pakistan,Border Skirmish,2023-05-22,23.266,-50.0955,Low
384,India,Strike,2023-05-22,24.3845,-33.3681,Moderate
385,Nigeria,Border Skirmish,2023-05-22,-17.6356,34.4445,High
386,South Sudan,Political Protest,2023-05-23,24.318,-10.8788,Low
387,Myanmar,Riots,2023-05-23,17.7639,-78.715,High
388,India,Riots,2023-05-23,-21.4381,-56.2265,Moderate
389,Ukraine,Riots,2023-05-23,20.0721,-30.2004,Low
390,India,Riots,2023-05-23,14.4777,-63.9895,High
391,India,Riots,2023-05-24,38.229,-69.2779,Low
392,Brazil,Armed Conflict,2023-05-24,36.3841,94.9736,High
393,Pakistan,Political Protest,2023-05-24,14.0923,-98.0208,Moderate
394,Pakistan,Civil Unrest,2023-05-25,-23.4759,-96.6428,Moderate
395,Brazil,Strike,2023-05-25,-0.0415,12.6031,Moderate
396,South Sudan,Strike,2023-05-26,-3.7677,68.4681,Critical
